Order,Family,Species,"FishBase name",Occurrence,"Name(s) in Territory",Pictures
Eupercaria/misc,Labridae,"Scarus spinus","Greensnout parrotfish",native,"Malay : Bayan muncung hijau","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Scspi_u0.jpg"", ""Open image"")"
Eupercaria/misc,Labridae,"Scarus tricolor","Tricolour parrotfish",native,"Malay : Bayan tiga warna","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Sctri_u0.jpg"", ""Open image"")"
Acanthuriformes,Scatophagidae,"Scatophagus argus","Spotted scat",native,"Malay : Kitang","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Scarg_u3.jpg"", ""Open image"")"
Cypriniformes,Cyprinidae,"Schismatorhynchos holorhynchos",,native,,"No picture yet."
Cypriniformes,Nemacheilidae,"Schistura balteata",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Scbal_u0.jpg"", ""Open image"")"
Cypriniformes,Nemacheilidae,"Schistura desmotes",,native,,"No picture yet."
Osteoglossiformes,Osteoglossidae,"Scleropages formosus","Asian bonytongue",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Scfor_u3.jpg"", ""Open image"")"
Carcharhiniformes,Carcharhinidae,"Scoliodon laticaudus","Spadenose shark",native,"Malay : Yu padi","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Sclat_u0.jpg"", ""Open image"")"
Carcharhiniformes,Carcharhinidae,"Scoliodon macrorhynchos","Pacific spadenose shark",native,,"No picture yet."
Eupercaria/misc,Nemipteridae,"Scolopsis affinis","Peters' monocle bream",native,"Malay : Pasir-pasir jalur perang","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Scaff_u6.jpg"", ""Open image"")"
Eupercaria/misc,Nemipteridae,"Scolopsis aurata","Yellowstripe monocle bream",native,"Malay : Pasir-pasir jalur kuning","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Scaur_u7.jpg"", ""Open image"")"
Eupercaria/misc,Nemipteridae,"Scolopsis bilineata","Two-lined monocle bream",native,"Malay : Pasir-pasir dua garis","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Scbil_u5.jpg"", ""Open image"")"
Eupercaria/misc,Nemipteridae,"Scolopsis ciliata","Saw-jawed monocle bream",native,"Malay : Pasir-pasir garis atas putih","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Sccil_u5.jpg"", ""Open image"")"
Eupercaria/misc,Nemipteridae,"Scolopsis japonica","Javanese monocle bream",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Scvos_u0.jpg"", ""Open image"")"
Eupercaria/misc,Nemipteridae,"Scolopsis lineata","Striped monocle bream",native,"Malay : Pasir-pasir garis kuning","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Sclin_u0.jpg"", ""Open image"")"
Eupercaria/misc,Nemipteridae,"Scolopsis margaritifera","Pearly monocle bream",native,"Malay : Pasir-pasir mutiara","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Scmar_u5.jpg"", ""Open image"")"
Eupercaria/misc,Nemipteridae,"Scolopsis monogramma","Monogrammed monocle bream",native,"Malay : Pasir-pasir jalur gelap","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Scmon_u1.jpg"", ""Open image"")"
Eupercaria/misc,Nemipteridae,"Scolopsis taenioptera","Lattice monocle bream",native,"Malay : Pasir-pasir mentimun","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Sctae_u4.jpg"", ""Open image"")"
Eupercaria/misc,Nemipteridae,"Scolopsis trilineata","Threeline monocle bream",native,"Malay : Pasir-pasir tiga garis","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Sctri_u8.jpg"", ""Open image"")"
Eupercaria/misc,Nemipteridae,"Scolopsis vosmeri","Vosmaer's monocle bream",native,"Malay : Pasir-pasir pipi putih","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Scvos_uc.jpg"", ""Open image"")"
Eupercaria/misc,Nemipteridae,"Scolopsis xenochrous","Oblique-barred monocle bream",native,"Malay : Pasir-pasir tompok putih","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Scxen_u6.jpg"", ""Open image"")"
Carangiformes,Carangidae,"Scomberoides commersonnianus","Talang queenfish",native,"Malay : Talang lima jari","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Sccom_u5.jpg"", ""Open image"")"
Carangiformes,Carangidae,"Scomberoides lysan","Doublespotted queenfish",native,"Malay : Talang bintik lapis","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Sclys_u3.jpg"", ""Open image"")"
Carangiformes,Carangidae,"Scomberoides tala","Barred queenfish",native,"Malay : Talang padi","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Sctal_u1.jpg"", ""Open image"")"
Carangiformes,Carangidae,"Scomberoides tol","Needlescaled queenfish",native,"Malay : Talang lampai","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Sctol_u2.jpg"", ""Open image"")"
Scombriformes,Scombridae,"Scomberomorus commerson","Narrow-barred Spanish mackerel",native,"Malay : Tenggiri batang","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Sccom_ue.jpg"", ""Open image"")"
Scombriformes,Scombridae,"Scomberomorus guttatus","Indo-Pacific king mackerel",native,"Malay : Tenggiri papan","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Scgut_u0.jpg"", ""Open image"")"
Scombriformes,Scombridae,"Scomberomorus koreanus","Korean seerfish",native,"Malay : Tenggiri Korea","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/gif/tn_Sckor_u1.gif"", ""Open image"")"
Scombriformes,Scombridae,"Scomberomorus lineolatus","Streaked seerfish",native,"Malay : Tenggiri musang","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Sclin_u6.jpg"", ""Open image"")"
Perciformes/Scorpaenoidei,Scorpaenidae,"Scorpaenodes albaiensis","Longfingered scorpionfish",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Scalb_u5.jpg"", ""Open image"")"
Perciformes/Scorpaenoidei,Scorpaenidae,"Scorpaenodes guamensis","Guam scorpionfish",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Scgua_u1.jpg"", ""Open image"")"
Perciformes/Scorpaenoidei,Scorpaenidae,"Scorpaenopsis diabolus","False stonefish",native,"Malay : Depu-batu karang","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Scdia_u0.jpg"", ""Open image"")"
Perciformes/Scorpaenoidei,Scorpaenidae,"Scorpaenopsis oxycephalus","Tassled scorpionfish",native,"Malay : Depu-sengat janggut","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Scoxy_u1.jpg"", ""Open image"")"
Perciformes/Scorpaenoidei,Scorpaenidae,"Scorpaenopsis ramaraoi","Rama Rao's scorpionfish",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Scspp2uo.jpg"", ""Open image"")"
Carangiformes,Carangidae,"Scyris indica","Indian threadfish",native,"Malay : Rambai sagai","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Alind_u3.jpg"", ""Open image"")"
Carangiformes,Carangidae,"Selar boops","Oxeye scad",native,"Malay : Lolong kuning","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Seboo_u2.jpg"", ""Open image"")"
Carangiformes,Carangidae,"Selar crumenophthalmus","Bigeye scad",native,"Malay : Lolong mata besar","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Secru_u7.jpg"", ""Open image"")"
Carangiformes,Carangidae,"Selaroides leptolepis","Yellowstripe scad",native,"Malay : Selar kuning","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Selep_u4.jpg"", ""Open image"")"
Carangiformes,Carangidae,"Seriola dumerili","Greater amberjack",native,"Malay : Aji-aji jalur kuning","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Sedum_u7.jpg"", ""Open image"")"
Carangiformes,Carangidae,"Seriola rivoliana","Longfin yellowtail",native,"Malay : Aji-aji kuning","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Seriv_ua.jpg"", ""Open image"")"
Carangiformes,Carangidae,"Seriolina nigrofasciata","Blackbanded trevally",native,"Malay : Aji-aji","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Senig_u9.jpg"", ""Open image"")"
Perciformes/Scorpaenoidei,Setarchidae,"Setarches guentheri","Channeled rockfish",native,"Malay : Depu-laut dalam lolong","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Segue_u3.jpg"", ""Open image"")"
Clupeiformes,Engraulidae,"Setipinna breviceps","Shorthead hairfin anchovy",native,"Malay : Empirang kepala pendek","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/gif/tn_Sebre_u1.gif"", ""Open image"")"
Clupeiformes,Engraulidae,"Setipinna melanochir","Dusky-hairfin anchovy",native,"Malay : Empirang sirip gelap","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Semel_u8.jpg"", ""Open image"")"
Clupeiformes,Engraulidae,"Setipinna taty","Scaly hairfin anchovy",native,"Malay : Empirang kasai","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Setat_u4.jpg"", ""Open image"")"
Clupeiformes,Engraulidae,"Setipinna tenuifilis","Common hairfin anchovy",native,"Malay : Empirang","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Seten_u0.jpg"", ""Open image"")"
Acanthuriformes,Siganidae,"Siganus canaliculatus","White-spotted spinefoot",native,"Malay : Dengkis bintik putih","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Sican_u9.jpg"", ""Open image"")"
Acanthuriformes,Siganidae,"Siganus corallinus","Blue-spotted spinefoot",native,"Malay : Dengkis bintik biru","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Sicor_u3.jpg"", ""Open image"")"
Acanthuriformes,Siganidae,"Siganus fuscescens","Mottled spinefoot",native,"Malay : Dengkis turus","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Sifus_u1.jpg"", ""Open image"")"
Acanthuriformes,Siganidae,"Siganus guttatus","Orange-spotted spinefoot",native,"Malay : Dengkis tompok oren","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Sigut_u6.jpg"", ""Open image"")"
Acanthuriformes,Siganidae,"Siganus javus","Streaked spinefoot",native,"Malay : Dengkis Jawa","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Sijav_u7.jpg"", ""Open image"")"
Acanthuriformes,Siganidae,"Siganus lineatus","Golden-lined spinefoot",native,"Malay : Dengkis garis emas","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Silin_u0.jpg"", ""Open image"")"
Acanthuriformes,Siganidae,"Siganus puellus","Masked spinefoot",native,"Malay : Dengkis topeng","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Sipue_u7.jpg"", ""Open image"")"
Acanthuriformes,Siganidae,"Siganus punctatissimus","Peppered spinefoot",native,"Malay : Dengkis gelap","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Sipun_u0.jpg"", ""Open image"")"
Acanthuriformes,Siganidae,"Siganus punctatus","Goldspotted spinefoot",native,"Malay : Dengkis tompok emas","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Sipun_ua.jpg"", ""Open image"")"
Acanthuriformes,Siganidae,"Siganus stellatus","Brown-spotted spinefoot",native,"Malay : Dengkis tompok coklat","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Siste_u1.jpg"", ""Open image"")"
Acanthuriformes,Siganidae,"Siganus vermiculatus","Vermiculated spinefoot",native,"Malay : Dengkis batik","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Siver_u7.jpg"", ""Open image"")"
Acanthuriformes,Siganidae,"Siganus virgatus","Barhead spinefoot",native,"Malay : Dengkis kepala jalur","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Sivir_u0.jpg"", ""Open image"")"
Acanthuriformes,Siganidae,"Siganus vulpinus",Foxface,native,"Malay : Dengkis kuning muncung","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Sivul_u0.jpg"", ""Open image"")"
Cypriniformes,Cyprinidae,"Sikukia stejnegeri",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/gif/tn_Siste_u0.gif"", ""Open image"")"
Eupercaria/misc,Sillaginidae,"Sillaginopodys chondropus","Clubfoot sillago",native,"Malay : Puntung-damar kaki","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Sicho_u1.jpg"", ""Open image"")"
Eupercaria/misc,Sillaginidae,"Sillaginopsis panijus","Flathead sillago",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Sipan_u0.jpg"", ""Open image"")"
Eupercaria/misc,Sillaginidae,"Sillago aeolus","Oriental sillago",native,"Malay : Puntung-damar ubi","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Siaeo_u1.jpg"", ""Open image"")"
Eupercaria/misc,Sillaginidae,"Sillago asiatica","Asian sillago",native,"Malay : Puntung-damar Asian","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Siasi_u0.jpg"", ""Open image"")"
Eupercaria/misc,Sillaginidae,"Sillago sihama","Silver sillago",native,"Malay : Puntung-damar perak","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Sisih_ua.jpg"", ""Open image"")"
Siluriformes,Siluridae,"Silurichthys hasseltii",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Sihas_u0.jpg"", ""Open image"")"
Siluriformes,Siluridae,"Silurichthys indragiriensis",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Siind_u0.jpg"", ""Open image"")"
Siluriformes,Siluridae,"Silurichthys marmoratus",,native,,"No picture yet."
Siluriformes,Siluridae,"Silurichthys phaiosoma",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/gif/tn_Sipha_u0.gif"", ""Open image"")"
Siluriformes,Siluridae,"Silurichthys schneideri",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Sisch_u5.jpg"", ""Open image"")"
Kurtiformes,Apogonidae,"Siphamia corallicola","Coral siphonfish",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Sicor_u7.jpg"", ""Open image"")"
Kurtiformes,Apogonidae,"Siphamia fuscolineata","Crown-of-thorns cardinalfish",native,"Malay : Sebekah perang","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Sifus_u6.jpg"", ""Open image"")"
Kurtiformes,Apogonidae,"Siphamia jebbi","Jebb's siphonfish",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Sijeb_u0.jpg"", ""Open image"")"
Ophidiiformes,Ophidiidae,"Sirembo imberbis","Golden cusk",native,"Malay : Belukor batu","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Siimb_u0.jpg"", ""Open image"")"
Syngnathiformes,Syngnathidae,"Solegnathus lettiensis","Günther's pipehorse",native,"Malay : Undok-undok kunyit","No picture yet."
Syngnathiformes,Solenostomidae,"Solenostomus paegnius","Roughsnout ghost pipefish",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Sopae_u2.jpg"", ""Open image"")"
Syngnathiformes,Solenostomidae,"Solenostomus paradoxus","Harlequin ghost pipefish",native,"Malay : Unduk-unduk ranting","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Sopar_u8.jpg"", ""Open image"")"
Eupercaria/misc,Sciaenidae,"Sonorolux fluminis","Estuary croaker",native,"Malay : Gelama muara","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Soflu_u0.jpg"", ""Open image"")"
Perciformes/Scorpaenoidei,Platycephalidae,"Sorsogona tuberculata","Tuberculated flathead",native,"Malay : Baji cangkuk","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Rotub_u2.jpg"", ""Open image"")"
Cypriniformes,Nemacheilidae,"Speonectes tiomanensis",,endemic,,"No picture yet."
Kurtiformes,Apogonidae,"Sphaeramia nematoptera","Pajama cardinalfish",native,"Malay : Sebekah badut","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Spnem_u6.jpg"", ""Open image"")"
Anabantiformes,Osphronemidae,"Sphaerichthys osphromenoides","Chocolate gourami",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Sposp_u1.jpg"", ""Open image"")"
Carangaria/misc,Sphyraenidae,"Sphyraena barracuda","Great barracuda",native,"Malay : Alu-alu besar","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Spbar_ud.jpg"", ""Open image"")"
Carangaria/misc,Sphyraenidae,"Sphyraena flavicauda","Yellowtail barracuda",native,"Malay : Kacang-kacang ekor kuning","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Spfla_u3.jpg"", ""Open image"")"
Carangaria/misc,Sphyraenidae,"Sphyraena forsteri","Bigeye barracuda",native,"Malay : Kacang-kacang mata besar","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Spfor_u0.jpg"", ""Open image"")"
Carangaria/misc,Sphyraenidae,"Sphyraena jello","Pickhandle barracuda",native,"Malay : Alu-alu belang","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Spjel_u6.jpg"", ""Open image"")"
Carangaria/misc,Sphyraenidae,"Sphyraena obtusata","Obtuse barracuda",native,"Malay : Kacang-kacang dempak","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Spobt_u5.jpg"", ""Open image"")"
Carangaria/misc,Sphyraenidae,"Sphyraena putnamae","Sawtooth barracuda",native,"Malay : Alu-alu gigi gergaji","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Spput_u0.jpg"", ""Open image"")"
Carangaria/misc,Sphyraenidae,"Sphyraena qenie","Blackfin barracuda",native,"Malay : Kacang-kacang sirip hitam","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Spqen_u6.jpg"", ""Open image"")"
Carcharhiniformes,Sphyrnidae,"Sphyrna lewini","Scalloped hammerhead",native,"Malay : Yu-tukul sanggul","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Splew_u0.jpg"", ""Open image"")"
Carcharhiniformes,Sphyrnidae,"Sphyrna mokarran","Great hammerhead",native,"Malay : Yu-tukul parang","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Spmok_u6.jpg"", ""Open image"")"
Clupeiformes,Spratelloididae,"Spratelloides delicatulus","Delicate round herring",native,"Malay : Anak-tamban jepuh","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Spdel_u0.jpg"", ""Open image"")"
Clupeiformes,Spratelloididae,"Spratelloides gracilis","Silver-stripe round herring",native,"Malay : Anak-tamban perak","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Spgra_u4.jpg"", ""Open image"")"
Orectolobiformes,Stegostomatidae,"Stegostoma tigrinum","Zebra shark",native,"Malay : Yu rimau","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Stfas_u1.jpg"", ""Open image"")"
Gobiiformes,Gobiidae,"Stenogobius ingeri",,native,,"No picture yet."
Eupercaria/misc,Labridae,"Stethojulis bandanensis","Red shoulder wrasse",native,"Malay : Nuri tanda merah","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Stban_u0.jpg"", ""Open image"")"
Eupercaria/misc,Labridae,"Stethojulis interrupta","Cutribbon wrasse",native,"Malay : Nuri reben","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Stint_u8.jpg"", ""Open image"")"
Eupercaria/misc,Labridae,"Stethojulis trilineata","Three-lined rainbowfish",native,"Malay : Nuri tiga reben","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Sttri_m0.jpg"", ""Open image"")"
Gobiiformes,Gobiidae,"Stigmatogobius pleurostigma",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Stple_u0.jpg"", ""Open image"")"
Gobiiformes,Gobiidae,"Stigmatogobius sadanundio",,native,"English : Goby","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Stsad_u0.jpg"", ""Open image"")"
Gobiiformes,Gobiidae,"Stigmatogobius sella",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Stsel_u0.jpg"", ""Open image"")"
Gobiiformes,Gobiidae,"Stiphodon atropurpureus",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Statr_u5.jpg"", ""Open image"")"
Gobiiformes,Gobiidae,"Stiphodon aureorostrum",,endemic,,"No picture yet."
Clupeiformes,Engraulidae,"Stolephorus acinaces","Saber anchovy",native,"English : Saber anchovy","No picture yet."
Clupeiformes,Engraulidae,"Stolephorus andhraensis","Andhra anchovy",native,"Malay : Bilis andra","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/gif/tn_Stand_u0.gif"", ""Open image"")"
Clupeiformes,Engraulidae,"Stolephorus baganensis","Bagan anchovy",native,"Malay : Bilis bagan","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/gif/tn_Stbag_u0.gif"", ""Open image"")"
Clupeiformes,Engraulidae,"Stolephorus balinensis","Great anchovy",native,,"No picture yet."
Clupeiformes,Engraulidae,"Stolephorus commersonnii","Commerson's anchovy",native,"Malay : Bilis tembaga","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Stcom_u1.jpg"", ""Open image"")"
Clupeiformes,Engraulidae,"Stolephorus diabolus","Demon anchovy",native,,"No picture yet."
Clupeiformes,Engraulidae,"Stolephorus dubiosus","Thai anchovy",native,"Malay : Bilis Siam","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/gif/tn_Stdub_u0.gif"", ""Open image"")"
Clupeiformes,Engraulidae,"Stolephorus indicus","Indian anchovy",native,"Malay : Bilis bunga air","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Stind_u0.jpg"", ""Open image"")"
